current_word,next_word,count
NORD,WIEDER,1
NORD,HARZ,1
NORD,SCHWER,1
NORD,NORDOST,1
NORD,NULL,1
NORD,BLEIBEN,1
NORD,DANN,1
NORD,KAUM,1
NORD,WIND,1
MORGEN,NORDWEST,1
MORGEN,DREISSIG,1
MORGEN,SECHS,1
MORGEN,WIEDER,1
MORGEN,ANGENEHM,1
MORGEN,IM-VERLAUF,1
MORGEN,EINS,1
MORGEN,SCHWACH,1
MORGEN,TEIL,1
MORGEN,ORKAN,1
MORGEN,A,1
MORGEN,NOCH,1
MORGEN,FREUNDLICH,1
MORGEN,WECHSELHAFT,1
MORGEN,ZONE,1
MORGEN,GLEICH,1
MORGEN,NEUN,1
IX,ZONE,1
IX,KOENNEN,1
TAG,WIEDER,1
GRAD,PASSEN,1
GRAD,OBER,1
GRAD,WEST,1
GRAD,SUEDOST,1
GRAD,KOENNEN,1
GRAD,IN-KOMMEND,1
GRAD,VOR,1
GRAD,SYLT,1
GRAD,SUED,1
GRAD,BAYERN,1
GRAD,BIS,1
GRAD,MILD,1
GRAD,BERG,1
GRAD,MOEGLICH,1
GRAD,WOCHENENDE,1
GRAD,BISSCHEN,1
GRAD,WIE-AUSSEHEN,1
GRAD,IX,1
SECHS,ALLGAEU,1
IX,SCHWIERIG,1
KUEHL,SCHOEN,1
TAG,MEHR,1
TAG,VOR,1
TAG,FUENF,1
KUEHL,SECHS,1
KUEHL,HEUTE,1
KUEHL,LEICHT,1
KUEHL,REGION,1
KUEHL,REGEN,1
SECHS,BERG,1
KUEHL,WENIGER,1
KUEHL,LUFT,1
KUEHL,SIEBEN,1
KUEHL,NUR,1
SECHS,SEPTEMBER,1
SECHS,__OFF__,1
SECHS,ZWISCHEN,1
GRAD,EUROPA,1
GRAD,STEIGEN,1
GRAD,ABER,1
IX,EIN,1
IX,GLEICH,1
IX,ALS,1
IX,X,1
IX,PLUS,1
IX,VERSCHIEDEN,1
IX,TIEF,1
IX,STURM,1
IX,NACHT,1
GRAD,VIEL,1
IX,ZWOELF,1
IX,ENORM,1
IX,FLUSS,1
IX,ZWANZIG,1
IX,KALT,1
IX,NOCH,1
IX,NEUNZEHN,1
IX,DREI,1
IX,SONST,1
IX,DREIZEHN,1
IX,NEBEL,1
GRAD,OST,1
GRAD,PLUS,1
GRAD,ZONE,1
GRAD,DREIZEHN,1
GRAD,GRUND,1
GRAD,WENN,1
GRAD,ALLGAEU,1
GRAD,FOEHN,1
BAYERN,IX,1
BAYERN,SUEDWEST,1
BAYERN,WEST,1
BAYERN,WARM,1
IX,SIEBZEHN,1
IX,BISSCHEN,1
IX,KLAR,1
MEISTENS,WETTER,1
MEISTENS,BLEIBEN,1
MEISTENS,REGION,1
REGION,FUENFZEHN,1
REGION,ZWANZIG,1
REGION,ANDERS,1
REGION,NICHT-KAUM,1
REGION,FRANKREICH,1
REGION,SUEDOST,1
REGION,VOR,1
REGION,WENIG,1
REGION,WENN,1
REGION,SO,1
REGION,BAYERN,1
REGION,SPAETER,1
REGION,BLEIBEN,1
REGION,TROCKEN,1
REGION,GEWITTER,1
REGION,WIND,1
REGION,ZWEI,1
REGION,RUHIG,1
REGION,BESSER,1
WARM,MORGEN,1
WARM,VIER,1
WARM,KALT,1
WARM,STEIGEN,1
WARM,ZWANZIG,1
WARM,AUCH,1
WARM,MITTE,1
WARM,TROTZDEM,1
WARM,WEITER,1
WARM,REGION,1
REGION,TEIL,1
MEIN,NICHT,1
VIELLEICHT,THUERINGEN,1
VIELLEICHT,BIS,1
VIELLEICHT,P,1
THUERINGEN,REGION,1
REGION,WEHEN,1
REGION,DEUTSCHLAND,1
REGION,DREIZEHN,1
REGION,HOCH,1
REGION,SCHAFFEN,1
AUCH,WECHSELHAFT,1
AUCH,ABER,1
AUCH,DANN,1
AUCH,ZWOELF,1
AUCH,SAMSTAG,1
AUCH,MITTE,1
AUCH,DONNERSTAG,1
AUCH,ORKAN,1
AUCH,BRINGEN,1
REGION,NACH,1
AUCH,LANG,1
AUCH,STRASSE,1
AUCH,KUESTE,1
AUCH,BIS,1
AUCH,DABEI,1
AUCH,KLAR,1
AUCH,NAEHE,1
AUCH,S+H,1
AUCH,MEISTENS,1
REGION,JETZT,1
REGION,KUEHL,1
REGION,STERN,1
REGION,KOENNEN,1
REGION,NORD,1
REGION,WARM,1
REGION,SECHSZEHN,1
REGION,SAUER,1
REGION,NACHT,1
REGION,ABWECHSELN,1
REGION,LANG,1
REGION,ZUERST,1
REGION,LEIPZIG,1
REGION,GRAD,1
REGION,HABEN,1
REGION,VIEL,1
REGION,UEBERSPRINGEN,1
WARM,WOHER,1
WARM,MAXIMAL,1
MEISTENS,SCHNEE,1
TEMPERATUR,SAMSTAG,1
MITTAG,SCHON,1
MITTAG,OST,1
MITTAG,BESSER,1
MITTAG,NOCH-NICHT,1
MITTAG,WEST,1
MITTAG,GEWITTER,1
TEMPERATUR,SUED,1
TEMPERATUR,FUENF,1
MITTAG,MEHR,1
TEMPERATUR,GLEICH,1
TEMPERATUR,REGION,1
TEMPERATUR,SECHSZEHN,1
TEMPERATUR,VERRINGERN,1
TEMPERATUR,VIER,1
TEMPERATUR,HOEHER,1
TEMPERATUR,IN-KOMMEND,1
MITTAG,REGEN,1
MITTAG,NORDWEST,1
WARM,NASS,1
WETTER,GUT,1
ICH,ORIENTIEREN,1
OSTERN,WETTER,1
WETTER,ZUFRIEDEN,1
WETTER,KOENNEN,1
WETTER,OST,1
WETTER,HEUTE,1
WETTER,SO,1
WETTER,FREUNDLICH,1
MITTAG,TEMPERATUR,1
WETTER,RUHIG,1
WETTER,HOCH,1
WETTER,VORAUSSAGE,1
WETTER,WARNUNG,1
WETTER,ABER,1
WETTER,SUPER,1
ZUFRIEDEN,MITTAG,1
TEMPERATUR,BISSCHEN,1
TEMPERATUR,ACHT,1
TEMPERATUR,WIE-AUSSEHEN,1
SUED,KOMMEN,1
SUED,NACHT,1
SUED,IM-VERLAUF,1
SUED,BESSER,1
SUED,TROCKEN,1
SUED,NEBEL,1
SUED,DRESDEN,1
SUED,VERSCHWINDEN,1
SUED,MITTE,1
TEMPERATUR,ELF,1
SUED,WIND,1
SUED,BEKOMMEN,1
SUED,VIERHUNDERT,1
WARM,MEIN,1
WARM,FLUSS,1
WARM,KOMMEN,1
WARM,HEISS,1
SUED,FREUNDLICH,1
SUED,MEISTENS,1
SUED,ABER,1
SUED,HEUTE,1
TEMPERATUR,NULL,1
SUED,WARM,1
SUED,MAINZ,1
SUED,BLEIBEN,1
SUED,VERAENDERN,1
SUED,VIEL,1
SUED,NORD,1
SUED,UNGEFAEHR,1
SUED,WAHRSCHEINLICH,1
SUED,MOEGLICH,1
SUED,WEST,1
SUED,MORGEN,1
SUED,BERLIN,1
SUED,REGEN,1
SUED,MAXIMAL,1
AUCH,NORD,1
AUCH,WAHRSCHEINLICH,1
AUCH,E+R+Z,1
FLUSS,__ON__,1
ABER,SCHAUER,1
ABER,IM-VERLAUF,1
ABER,NACHT,1
ABER,IX,1
ABER,NORDWEST,1
MAINZ,FLUSS,1
FLUSS,SUEDWEST,1
FLUSS,DREI,1
ABER,MILD,1
FLUSS,NEUN,1
FLUSS,ACHTZEHN,1
FLUSS,NAH,1
FLUSS,SPAETER,1
FLUSS,HOCH,1
FLUSS,FROST,1
FLUSS,IX,1
ABER,WOLKE,1
ABER,BAYERN,1
AUCH,DEUTSCHLAND,1
ABER,UEBERWIEGEND,1
ABER,KALT,1
ABER,LUFT,1
ABER,JETZT,1
ABER,MEHR,1
ABER,IN-KOMMEND,1
ABER,GLEICH,1
ABER,EIS,1
ABER,SONNE,1
ABER,SONST,1
ABER,WECHSELHAFT,1
ABER,SUEDWEST,1
ABER,NICHT-REGEN,1
ABER,TAGSUEBER,1
ABER,TROTZDEM,1
ABER,IM-MOMENT,1
ABER,UEBER,1
FLUSS,FUENFZEHN,1
FLUSS,REGEN,1
FLUSS,NEBEL,1
VIEL,NICHT-KEIN,1
SUEDWEST,MINUS,1
SUEDWEST,KLAR,1
SUEDWEST,HAUPTSAECHLICH,1
SUEDWEST,TIEF,1
SUEDWEST,FLUSS,1
SUEDWEST,EUROPA,1
SUEDWEST,AUCH,1
VIEL,FRISCH,1
FLUSS,ALPEN,1
VIEL,SCHNEE,1
VIEL,IX,1
VIEL,REGION,1
VIEL,HIMMEL,1
NICHT-KEIN,WOLKE,1
STUNDE,AUCH,1
STUNDE,SPAETER,1
SUEDWEST,DIESE,1
SUEDWEST,SOWIESO,1
SUEDWEST,DEUTSCH,1
SUEDWEST,TATSAECHLICH,1
FLUSS,VIERZEHN,1
FLUSS,ZWOELF,1
FLUSS,EINS,1
SUEDWEST,VIEL,1
SUEDWEST,BESONDERS,1
SUEDWEST,WEST,1
SUEDWEST,IX,1
SUEDWEST,UEBERWIEGEND,1
SUEDWEST,KOMMEN,1
SUEDWEST,REGION,1
SUEDWEST,ABEND,1
SUEDWEST,BIS-MORGEN,1
SUEDWEST,SAARLAND,1
SUEDWEST,BISSCHEN,1
SUEDWEST,BLEIBEN,1
ABER,TIEF,1
STARK,BEWOELKT,1
STARK,WENN,1
BISSCHEN,MILD,1
BISSCHEN,SUED,1
BISSCHEN,TRUEB,1
BISSCHEN,KOENNEN,1
BISSCHEN,ORT,1
BISSCHEN,KLAR,1
BISSCHEN,DABEI,1
BISSCHEN,NOCH,1
BISSCHEN,FEUCHT,1
WOLKE,ALPEN,1
BISSCHEN,KALT,1
BISSCHEN,STEIGEN,1
BISSCHEN,BESSER,1
BISSCHEN,NEBEL,1
BISSCHEN,TROCKEN,1
WOLKE,VIEL,1
WOLKE,UEBERWIEGEND,1
BISSCHEN,BEWOELKT,1
BISSCHEN,STELLENWEISE,1
BISSCHEN,FREUNDLICH,1
BISSCHEN,MAESSIG,1
AUCH,DIENSTAG,1
AUCH,WIE-IMMER,1
AUCH,HOCH,1
AUCH,DAZU,1
AUCH,KOENNEN,1
AUCH,SUED,1
AUCH,NACHT,1
AUCH,BERG,1
AUCH,OST,1
AUCH,LOCH,1
BISSCHEN,STARK,1
BISSCHEN,STURM,1
BISSCHEN,DAZWISCHEN,1
BISSCHEN,WEHEN,1
BISSCHEN,FROST,1
WOLKE,SCHNEE,1
WOLKE,VERSCHWINDEN,1
STARK,BERG,1
WOLKE,KRAEFTIG,1
WOLKE,DABEI,1
WOLKE,MEHR,1
WOLKE,MANCHMAL,1
WOLKE,FROST,1
WOLKE,FLUSS,1
WOLKE,LOCKER,1
WOLKE,VERDICHTEN,1
WOLKE,HEUTE,1
WOLKE,WIND,1
WOLKE,ABWECHSELN,1
STARK,MIT,1
STARK,KANN,1
STARK,STROEMEN,1
STARK,GEWITTER,1
STARK,BESONDERS,1
STARK,OST,1
WOLKE,MOEGLICH,1
WOLKE,OST,1
WOLKE,MORGEN,1
WOLKE,ODER,1
WOLKE,KOENNEN,1
WOLKE,DANN,1
WOLKE,STELLENWEISE,1
WOLKE,UND,1
WOLKE,MEISTENS,1
WOLKE,AUFLOESEN,1
WOLKE,NUR,1
WOLKE,SONNE,1
WOLKE,NICHT-SONNE,1
WOLKE,TROCKEN,1
WOLKE,ACHT,1
WOLKE,KAUM,1
WOLKE,TROPFEN,1
WOLKE,REGION,1
WOLKE,KLAR,1
NORD,SIEBEN,1
NORD,NICHT,1
MOEGLICH,WETTER,1
ZWANZIG,OKTOBER,1
EINS,WIE-AUSSEHEN,1
ZWANZIG,C+M,1
ZWANZIG,LAND,1
ZWANZIG,SUED,1
ZWANZIG,MAXIMAL,1
ZWANZIG,FEBRUAR,1
ZWANZIG,MAI,1
ZWANZIG,__OFF__,1
EINS,BIS,1
ZWANZIG,DEZEMBER,1
ZWANZIG,NOVEMBER,1
ZWANZIG,VIERZEHN,1
ZWANZIG,UNTEN,1
ZWANZIG,AUGUST,1
__OFF__,SONNTAG,1
__OFF__,NORD,1
EINS,EINHALB,1
AM-TAG,REGION,1
DREIZEHN,IX,1
BERG,KOMMEN,1
BERG,STURM,1
BERG,BAYERN,1
BERG,E+R+Z,1
BERG,MEISTENS,1
BERG,ABER,1
BERG,DANN,1
BERG,KOENNEN,1
BERG,WIEDER,1
AM-TAG,DREIZEHN,1
BERG,REGEN,1
BERG,DREIZEHN,1
BERG,NULL,1
BERG,MORGEN,1
BERG,FRISCH,1
BERG,TEIL,1
BERG,TAL,1
__OFF__,HEUTE,1
__OFF__,__ON__,1
__OFF__,MONTAG,1
MITTWOCH,SINKEN,1
WIE-AUSSEHEN,FREITAG,1
WIE-AUSSEHEN,SEHEN,1
WIE-AUSSEHEN,DIENSTAG,1
MITTWOCH,ZWEITE,1
MITTWOCH,SUED,1
MITTWOCH,WECHSELHAFT,1
MITTWOCH,TEIL,1
MITTWOCH,ZEHNTE,1
__OFF__,A,1
MITTWOCH,ZWOELF,1
MITTWOCH,WIND,1
MITTWOCH,NORD,1
MITTWOCH,SECHSZEHN,1
MITTWOCH,BLEIBEN,1
MITTWOCH,WEST,1
MITTWOCH,ALLE,1
WIE-AUSSEHEN,__OFF__,1
WIE-AUSSEHEN,DAMEN,1
SONNTAG,KOENNEN,1
SONNTAG,DANN,1
SONNTAG,VIEL,1
SONNTAG,SECHSTE,1
SONNTAG,SIEBTE,1
SONNTAG,ZEHNTE,1
SONNTAG,BIS,1
SONNTAG,ZWOELF,1
ICH,NORDWEST,1
SONNTAG,RUHIG,1
SONNTAG,ALPEN,1
SONNTAG,SCHEINEN,1
SONNTAG,SIEBEN,1
SONNTAG,UEBERWIEGEND,1
SONNTAG,MEHR,1
SONNTAG,WAHRSCHEINLICH,1
SONNTAG,HOCH,1
BERG,AM-TAG,1
DREIZEHN,BIS,1
MITTWOCH,TIEF,1
SCHAUER,KUESTE,1
SCHAUER,MITTE,1
SCHAUER,IX,1
SCHAUER,MOEGLICH,1
SCHAUER,VERSCHWINDEN,1
SCHAUER,KOENNEN,1
SCHAUER,MONTAG,1
SCHAUER,NORD,1
SCHAUER,OFT,1
SCHAUER,WAHRSCHEINLICH,1
BESONDERS,SONNE,1
BESONDERS,OST,1
BESONDERS,IN-KOMMEND,1
BESONDERS,KUESTE,1
BESONDERS,NAEHE,1
BESONDERS,MITTE,1
BESONDERS,BERG,1
SCHAUER,REGION,1
SCHAUER,MORGEN,1
DREIZEHN,OST,1
WECHSELHAFT,MOEGLICH,1
WECHSELHAFT,SONNE,1
WECHSELHAFT,WIND,1
WECHSELHAFT,NORD,1
WECHSELHAFT,DIENSTAG,1
WECHSELHAFT,__OFF__,1
WECHSELHAFT,WOLKE,1
WECHSELHAFT,SUEDWEST,1
WECHSELHAFT,ABER,1
SCHAUER,NORDWEST,1
WECHSELHAFT,IX,1
WECHSELHAFT,UEBERWIEGEND,1
SCHAUER,STARK,1
SCHAUER,OST,1
SCHAUER,VOR,1
SCHAUER,ABEND,1
SCHAUER,SCHOEN,1
BESONDERS,NACH,1
BESONDERS,NORDOST,1
BESONDERS,TAG,1
NACHT,FLUSS,1
NACHT,RUHRGEBIET,1
NACHT,KOENNEN,1
NACHT,VIEL,1
NACHT,BISSCHEN,1
NACHT,TYPISCH,1
NACHT,WEST,1
NACHT,SCHON,1
NACHT,IM-VERLAUF,1
BESONDERS,SONNTAG,1
NACHT,SEE,1
NACHT,PLUS,1
NACHT,VIERZEHN,1
NACHT,NORDWEST,1
NACHT,SYLT,1
NACHT,FROST,1
DREIZEHN,NORD,1
NACHT,GEFAHR,1
NACHT,ZWISCHEN,1
NACHT,HEFTIG,1
NACHT,SIEBEN,1
NACHT,NICHT-KAUM,1
NACHT,REGION,1
NACHT,KALT,1
NACHT,HINREICHEND,1
NACHT,AB,1
NACHT,MEHR,1
NACHT,SUED,1
NACHT,VIELLEICHT,1
NACHT,WIND,1
NACHT,WERT,1
NACHT,RHEIN,1
NACHT,AUFKLAREN,1
NACHT,TROCKEN,1
NACHT,REGEN,1
NACHT,WAHRSCHEINLICH,1
MITTWOCH,SONNE,1
MITTWOCH,IM-VERLAUF,1
NORD,INSEL,1
TEIL,IX,1
NORDWEST,KOMMEN,1
NORDWEST,SONNE,1
NORDWEST,BEWOELKT,1
NORDWEST,WAHRSCHEINLICH,1
NORDWEST,MOEGLICH,1
NORDWEST,DANACH,1
NORDWEST,ZWEI,1
TEIL,__OFF__,1
NORDWEST,WIEDER,1
TEIL,REGION,1
TEIL,AUFLOESEN,1
TEIL,NUR,1
TEIL,GEFRIEREN,1
TEIL,WENN,1
TEIL,BLEIBEN,1
TEIL,GEWITTER,1
NORDWEST,WIND,1
NORDWEST,DANN,1
SONST,NUR,1
FREUNDLICH,OST,1
FREUNDLICH,HERBST,1
FREUNDLICH,BLEIBEN,1
FREUNDLICH,GUT,1
FREUNDLICH,IX,1
FREUNDLICH,SCHOEN,1
FREUNDLICH,UNTEN,1
FREUNDLICH,SUED,1
FREUNDLICH,JETZT,1
NORDWEST,KUEHL,1
FREUNDLICH,BISSCHEN,1
FREUNDLICH,HEUTE,1
FREUNDLICH,TROCKEN,1
FREUNDLICH,KUESTE,1
NORDWEST,AUCH,1
NORDWEST,NACHMITTAG,1
NORDWEST,UEBERWIEGEND,1
TEIL,UEBERWIEGEND,1
TEIL,FREUNDLICH,1
TEIL,BODEN,1
MOEGLICH,BODEN,1
BIS,VIERZEHN,1
BIS,SCHWARZ,1
DREI,WEST,1
DREI,NORDOST,1
DREI,MINUS,1
DREI,REGION,1
DREI,FLUSS,1
MOEGLICH,NULL,1
TEIL,WAHRSCHEINLICH,1
MOEGLICH,WIEDER,1
MOEGLICH,LANG,1
MOEGLICH,MAESSIG,1
MOEGLICH,SCHAUER,1
MOEGLICH,ELF,1
MOEGLICH,MOEGLICH,1
MOEGLICH,SCHNEIEN,1
BIS,ZWEIZWANZIG,1
BIS,MORGEN,1
BIS,VIERHUNDERT,1
BIS,ZWOELF,1
TEIL,TATSAECHLICH,1
ELF,DEZEMBER,1
ELF,TEMPERATUR,1
ELF,FAST,1
BIS,DREIZEHN,1
BIS,MAXIMAL,1
BIS,NEUNZEHN,1
BIS,REGEN,1
BIS,NULL,1
BIS,E+R+Z,1
BIS,UEBER,1
BIS,UNGEFAEHR,1
BIS,L,1
BIS,SIEBZEHN,1
BIS,ELF,1
SONST,SCHNEE,1
SONST,MAL,1
MITTWOCH,NAECHSTE,1
BEWOELKT,REGION,1
KOENNEN,NORDWEST,1
KOENNEN,DANN,1
KOENNEN,DEUTSCH,1
KOENNEN,BIS,1
BEWOELKT,__OFF__,1
BEWOELKT,HABEN,1
BEWOELKT,ACHTZEHN,1
BEWOELKT,REGEN,1
KOENNEN,MINUS,1
BEWOELKT,FREUNDLICH,1
BEWOELKT,LUFT,1
WEHEN,SUED,1
WEHEN,BISSCHEN,1
WEHEN,NORD,1
WEHEN,SUEDOST,1
WEHEN,AUFLOESEN,1
KOENNEN,MORGEN,1
KOENNEN,SOMMER,1
SONST,MILD,1
KOENNEN,STARK,1
ZWEITE,JUNI,1
ZWEITE,OKTOBER,1
KOENNEN,BEWOELKT,1
KOENNEN,WASSER,1
KOENNEN,SAGEN,1
KOENNEN,NORD,1
KOENNEN,FROST,1
KOENNEN,AUCH,1
KOENNEN,BISSCHEN,1
KOENNEN,TEIL,1
KOENNEN,ORT,1
KOENNEN,NORMAL,1
KOENNEN,NEBEL,1
KOENNEN,LANG,1
KOENNEN,SCHAUEN,1
KOENNEN,SUED,1
WEHEN,STURM,1
WEHEN,FRISCH,1
WEHEN,MINUS,1
STURM,NACHT,1
STURM,WEHEN,1
STURM,NORD,1
STURM,REGEN,1
STURM,MOEGLICH,1
STURM,SCHNEE,1
STURM,WEST,1
STURM,MORGEN,1
STURM,IX,1
WEHEN,WENIG,1
STURM,BEDEUTEN,1
ORKAN,KOENNEN,1
ORKAN,KOELN,1
ORKAN,TAG,1
ORKAN,KUESTE,1
ORKAN,__OFF__,1
SONST,REST,1
STURM,GEWITTER,1
STURM,AUCH,1
STURM,TAGSUEBER,1
STURM,BERG,1
WEHEN,WIND,1
WEHEN,WEST,1
WEHEN,ZEIGEN-BILDSCHIRM,1
FRISCH,BIS,1
FRISCH,NATUR,1
FRISCH,KUEHL,1
FRISCH,SONST,1
FRISCH,KUESTE,1
FRISCH,MORGEN,1
FRISCH,KOMMEN,1
FRISCH,OST,1
FRISCH,SCHAUER,1
STURM,TEIL,1
STURM,MAESSIG,1
STURM,SEE,1
WECHSELHAFT,TEILWEISE,1
WECHSELHAFT,UND,1
WECHSELHAFT,AUCH,1
__ON__,NEUN,1
__ON__,NAECHSTE,1
__ON__,DEUTSCHLAND,1
__ON__,IM-VERLAUF,1
__ON__,KOENNEN,1
__ON__,ICH,1
__ON__,KOMMEN,1
__ON__,MITTE,1
__ON__,DAZU,1
__ON__,ORT,1
__ON__,HALLO,1
__ON__,ENDLICH,1
__ON__,FUENFZEHN,1
__ON__,ABER,1
__ON__,MEER,1
__ON__,HOFFEN,1
__ON__,MOEGLICH,1
__ON__,REGEN,1
__ON__,DABEI,1
VIER,NORD,1
__ON__,BAYERN,1
VIER,UND,1
NULL,FAST,1
NULL,__OFF__,1
NULL,MORGEN,1
NULL,MINUS,1
__ON__,MILD,1
__ON__,DANN,1
__ON__,KUEHL,1
__ON__,FREUNDLICH,1
__ON__,SONNE,1
__ON__,MANCHMAL,1
__ON__,SCHWARZ,1
__ON__,TAGSUEBER,1
__ON__,IHR,1
__ON__,LANGSAM,1
__ON__,GROSSBRITANNIEN,1
VERAENDERN,KAUM,1
VERAENDERN,MEISTENS,1
KAUM,WIE,1
SONNE,AB,1
SONNE,BESONDERS,1
SONNE,SEHEN,1
SONNE,SELTEN,1
SONNE,KOENNEN,1
SONNE,MISCHUNG,1
SONNE,TEIL,1
SONNE,NORDWEST,1
SONNE,TEILWEISE,1
KAUM,GEWITTER,1
SONNE,MEHR,1
SONNE,SPEZIELL,1
SONNE,OFT,1
SONNE,TROCKEN,1
SONNE,SCHOEN,1
SONNE,NAECHSTE,1
SONNE,BLEIBEN,1
SONNE,DESWEGEN,1
SONNE,FREUNDLICH,1
SONNE,FRISCH,1
SONNE,MITTE,1
KAUM,__OFF__,1
KAUM,NORD,1
WIE,HEUTE,1
WIE,LAUFEN,1
WIE,SOMMER,1
WIE,TATSAECHLICH,1
WIE,HERBST,1
HEUTE,SONNE,1
HEUTE,VIERZEHN,1
HEUTE,OST,1
HEUTE,NORDWEST,1
HEUTE,MEHR,1
HEUTE,REGION,1
HEUTE,FAST,1
SONNE,ODER,1
VIER,AUCH,1
VIER,NUR,1
WECHSELHAFT,SONNTAG,1
MEHR,WICHTIG,1
NORD,SCHWACH,1
NORD,SCHON,1
NORD,SCHNEE,1
MEHR,DURCHEINANDER,1
MEHR,KLAR,1
MEHR,VIEL,1
MEHR,KUESTE,1
MEHR,STURM,1
NORD,SECHS,1
MEHR,ANGENEHM,1
MEHR,STARK,1
MEHR,AUSHALTEN,1
MEHR,MEISTENS,1
MEHR,WIE,1
MEHR,GEWITTER,1
MEHR,TROCKEN,1
NORD,__OFF__,1
NORD,WAHRSCHEINLICH,1
VIER,NULL,1
NORD,PLUS,1
NORD,OST,1
NORD,MINUS,1
NORD,KUESTE,1
NORD,TEILWEISE,1
NORD,KALT,1
NORD,FLUSS,1
NORD,ZEHN,1
NORD,TIEF,1
NORD,GEWITTER,1
NORD,TROCKEN,1
NORD,NUR,1
NORD,MAXIMAL,1
NORD,STARK,1
NORD,VIEL,1
NORD,WEST,1
NORD,ZWOELF,1
MEHR,MEER,1
MEHR,STERN,1
MEHR,SCHAUER,1
SUEDOST,SCHWACH,1
SUEDOST,DOCH,1
SUEDOST,MOEGLICH,1
SUEDOST,SECHSZEHN,1
SUEDOST,MEHR,1
SUEDOST,KOENNEN,1
SUEDOST,KLAR,1
SUEDOST,SCHOEN,1
SUEDOST,TAG,1
MEHR,__OFF__,1
SUEDOST,HOCH,1
SUEDOST,UEBERWIEGEND,1
SUEDOST,ZONE,1
SUEDOST,WENN,1
SUEDOST,KURZ,1
SUEDOST,SEIN,1
UNTER,VIER,1
SUEDOST,ABER,1
SUEDOST,HEUTE,1
SUEDOST,GEWITTER,1
SUEDOST,MEISTENS,1
MEHR,SCHWACH,1
MEHR,SUEDOST,1
MILD,WEST,1
MILD,NORD,1
MILD,ZWOELF,1
MILD,HINREICHEND,1
MILD,ACHT,1
MILD,LUFT,1
MILD,DANN,1
MILD,OST,1
MILD,__OFF__,1
MILD,STERN,1
MILD,MEHR,1
MILD,WO,1
SUEDOST,BLEIBEN,1
SONNE,JEDEN-TAG,1
SONNE,SONST,1
SONNE,BISSCHEN,1
WIND,UND,1
WIND,DABEI,1
WIND,__ON__,1
WIND,AB,1
WIND,BERG,1
WIND,KUESTE,1
WIND,LEICHT,1
WIND,MOEGLICH,1
WIND,STURM,1
WIND,REGEN,1
WIND,HABEN,1
WIND,TEMPERATUR,1
WIND,SCHOEN,1
GEWITTER,REGION,1
GEWITTER,DEUTSCH,1
GEWITTER,NAEHE,1
GEWITTER,STURM,1
WIND,BISSCHEN,1
SAMSTAG,SCHNEE,1
SONNE,NICHT,1
SAMSTAG,ZWEITE,1
FREITAG,DREI,1
FREITAG,VIER,1
FREITAG,SUEDOST,1
FREITAG,SIEBEN,1
FREITAG,ABEND,1
FREITAG,UEBERWIEGEND,1
FREITAG,TAG,1
SAMSTAG,NAECHSTE,1
SAMSTAG,HAUPTSAECHLICH,1
SAMSTAG,SIEBTE,1
SAMSTAG,ZEHNTE,1
SAMSTAG,SUEDWEST,1
SAMSTAG,DANN,1
SAMSTAG,REGION,1
SAMSTAG,REGEN,1
SAMSTAG,MEHR,1
GEWITTER,SONNE,1
GEWITTER,WEST,1
GEWITTER,SCHAUER,1
DURCHEINANDER,WOLKE,1
MITTE,MEER,1
MITTE,ZONE,1
MITTE,DEUTSCH,1
MITTE,REGEN,1
MITTE,NORD,1
MITTE,ZWISCHEN,1
MITTE,WOLKE,1
UEBERWIEGEND,GEWITTER,1
GEWITTER,FREITAG,1
UEBERWIEGEND,SCHAUER,1
UEBERWIEGEND,TROCKEN,1
UEBERWIEGEND,BEWOELKT,1
UEBERWIEGEND,MEHR,1
UEBERWIEGEND,WIND,1
UEBERWIEGEND,REGEN,1
WECHSELHAFT,BISSCHEN,1
MITTE,MEHR,1
MITTE,AUCH,1
MITTE,KLAR,1
MITTE,WEHEN,1
GEWITTER,KURZ,1
GEWITTER,WIND,1
GEWITTER,BISSCHEN,1
GEWITTER,ENORM,1
GEWITTER,SONNTAG,1
GEWITTER,WAHRSCHEINLICH,1
GEWITTER,VON,1
GEWITTER,HABEN,1
GEWITTER,VIEL,1
GEWITTER,BERG,1
GEWITTER,NOCH,1
GEWITTER,MORGEN,1
GEWITTER,DABEI,1
GEWITTER,UNWETTER,1
MITTE,MINUS,1
FREITAG,KOENNEN,1
FREITAG,EINS,1
FREITAG,MEISTENS,1
IN-KOMMEND,LETZTE,1
IN-KOMMEND,SONNE,1
IN-KOMMEND,MILD,1
IN-KOMMEND,__OFF__,1
IN-KOMMEND,KOENNEN,1
IN-KOMMEND,FRUEHLING,1
IN-KOMMEND,NAECHSTE,1
IN-KOMMEND,MITTWOCH,1
IN-KOMMEND,SAMSTAG,1
SCHNEE,VIELLEICHT,1
IN-KOMMEND,NEU,1
SCHNEE,FREITAG,1
SCHNEE,ANFANG,1
SCHNEE,HABEN,1
SCHNEE,MEHR,1
SCHNEE,DABEI,1
SCHNEE,WARUM,1
IN-KOMMEND,IX,1
IN-KOMMEND,SONNTAG,1
IN-KOMMEND,BLEIBEN,1
IN-KOMMEND,AEHNLICH,1
SONNE,SUED,1
SONNE,OST,1
SONNE,WARM,1
SONNE,FREITAG,1
SONNE,NUR,1
SONNE,REGION,1
SONNE,UND,1
SONNE,ABWECHSELN,1
SONNE,AUCH,1
SONNE,SAMSTAG,1
